29/09/2022	21:32:24	     0.000	     0.000
29/09/2022	21:32:25	     0.000	     0.000
29/09/2022	21:32:26	     0.000	     0.000
29/09/2022	21:32:27	     0.000	     0.000
29/09/2022	21:32:28	    46.000	     0.000
29/09/2022	21:32:29	    65.000	     0.000
29/09/2022	21:32:30	    39.000	     0.000
29/09/2022	21:32:31	    33.000	     0.000
29/09/2022	21:32:32	    26.000	     0.000
29/09/2022	21:32:33	    26.000	     0.000
29/09/2022	21:32:34	    26.000	     0.000
29/09/2022	21:32:35	    26.000	     0.000
29/09/2022	21:32:36	    26.000	     0.000
29/09/2022	21:32:37	    26.000	     0.000
29/09/2022	21:32:38	    26.000	     0.000
29/09/2022	21:32:39	    26.000	     0.000
29/09/2022	21:32:40	    26.000	     0.000
29/09/2022	21:32:41	    26.000	     0.000
29/09/2022	21:32:42	    48.000	     0.000
29/09/2022	21:32:43	    90.000	     0.000
29/09/2022	21:32:44	    40.000	     0.000
29/09/2022	21:32:45	    20.000	     0.000
29/09/2022	21:32:46	    24.000	     0.000
29/09/2022	21:32:47	    60.000	     0.000
29/09/2022	21:32:48	    79.000	     0.000
29/09/2022	21:32:49	    45.000	     0.000
29/09/2022	21:32:50	    11.000	     0.000
29/09/2022	21:32:51	    31.000	     0.000
29/09/2022	21:32:52	    31.000	     0.000
29/09/2022	21:32:53	    31.000	     0.000
29/09/2022	21:32:54	    31.000	     0.000
29/09/2022	21:32:55	    31.000	     0.000
29/09/2022	21:32:56	    31.000	     0.000
29/09/2022	21:32:57	    31.000	     0.000
29/09/2022	21:32:58	    31.000	     0.000
29/09/2022	21:32:59	    31.000	     0.000
29/09/2022	21:33:00	    31.000	     0.000
29/09/2022	21:33:01	    31.000	     0.000
29/09/2022	21:33:02	    31.000	     0.000
29/09/2022	21:33:03	    31.000	     0.000
29/09/2022	21:33:04	    31.000	     0.000
29/09/2022	21:33:05	    31.000	     0.000
29/09/2022	21:33:06	    31.000	     0.000
